ts_code,trade_date,pre_close,pre_settle,open,high,low,close,settle,vol,change1,MA,EMA,DEMA,HT_TRENDLINE,KAMA,TEMA,WMA,MACD,CCI,DX,MINUS_DI,PLUS_DI
IC.CFX,20160224,5845.0,5800.0,5828.8,5922.6,5720.0,5881.8,5831.8,14074.0,81.8,5750.539999999999,5934.762166467193,5538.477040240932,5673.0584512820515,5888.456622927449,5647.583337081959,5696.685161290324,-107.12134373884874,69.57810662485335,17.923944941221908,26.80056131736549,18.653415533093472
IC.CFX,20160225,5881.8,5831.8,5880.8,5898.6,5300.0,5361.0,5431.4,16289.0,-470.8,5717.24,5897.745252501568,5492.398182644642,5658.557869565217,5869.062547490934,5585.988061454335,5671.553548387097,-132.1433555668009,-72.22714050841037,38.42581403351839,34.494484268931636,15.343740645648458
IC.CFX,20160226,5361.0,5431.4,5433.6,5496.8,5333.0,5417.8,5451.2,14435.0,-13.6,5684.506666666666,5866.781042662757,5458.618877786099,5638.127494598155,5852.919234832491,5543.537223912195,5652.234838709678,-145.71053457084508,-128.03817132711944,38.4258140335184,32.78050907602723,14.581334962816225
IC.CFX,20160229,5417.8,5451.2,5399.8,5407.8,5036.0,5075.2,5102.8,16685.0,-376.0,5655.666666666667,5815.711297974837,5386.107253543459,5613.673010540185,5828.529952861432,5445.488464207,5612.924731182796,-182.0094863880213,-201.4868729023136,48.89507974932305,37.77179940584131,12.964328973193373
IC.CFX,20160301,5075.2,5102.8,5075.6,5288.0,5072.6,5227.4,5243.6,16946.0,124.6,5627.42,5777.755730363558,5340.361254581716,5583.41093167702,5810.257024044448,5388.623596519759,5585.294623655914,-196.23334337996312,-157.67711100320824,48.89507974932306,35.38751084252531,12.145975021618833
IC.CFX,20160302,5227.4,5243.6,5260.2,5625.0,5251.2,5587.8,5576.8,17043.0,344.2,5616.866666666667,5765.500521953006,5344.8604948052825,5567.353376623377,5807.853753058129,5405.682653727625,5582.738494623656,-176.39125591347874,-48.07793859560395,21.671295508970513,31.442133804481585,20.241599278089954
IC.CFX,20160303,5587.8,5576.8,5588.0,5736.0,5582.0,5603.8,5636.0,15720.0,27.0,5601.0599999999995,5755.068230214102,5351.807028675,5566.141038961039,5804.637172149375,5424.962788397515,5581.895483870968,-157.55895085098018,2.451265016586456,14.260865365298633,30.044902446425088,22.545111379165654
IC.CFX,20160304,5603.8,5636.0,5603.8,5671.0,5383.0,5452.0,5462.2,17931.0,-184.0,5597.126666666666,5735.515441168031,5339.979772556096,5574.548571428571,5802.326024108399,5415.642917292897,5572.278709677419,-153.1181539974441,-39.67707804850524,23.282114760282216,33.25289394577799,20.693120868190906
IC.CFX,20160307,5452.0,5462.2,5567.0,5717.6,5515.8,5595.0,5574.8,15686.0,132.8,5593.786666666666,5726.44992883461,5347.952049885726,5587.811428571429,5801.051065986343,5434.672278840429,5572.141505376345,-136.48655356806466,-0.593433424692369,20.095483644797994,30.744615723594066,20.455670566149
IC.CFX,20160308,5595.0,5574.8,5511.0,5677.0,5365.0,5661.0,5642.6,17416.0,86.2,5584.86,5722.227352780764,5364.1985400362755,5602.406666666668,5799.560464793672,5464.472396798009,5576.477849462366,-116.63573780637944,-6.9821150437720965,26.698532274320996,32.2767943669127,18.673747502078623
IC.CFX,20160309,5661.0,5642.6,5551.8,5607.0,5461.0,5500.0,5525.0,14368.0,-142.6,5573.693333333333,5707.8901042142625,5359.547659762046,5611.912571428572,5795.796170245569,5462.413676748053,5571.003010752689,-112.59722702094132,-18.17777631405578,26.698532274321007,30.4458966541906,17.614481169714644
IC.CFX,20160310,5500.0,5525.0,5548.0,5598.8,5371.0,5396.0,5444.4,15160.0,-129.0,5564.259999999999,5687.768162006891,5343.0756712608245,5610.967476190476,5791.370626449912,5442.7196438438095,5559.538924731184,-116.44628863325033,-38.490609052488125,30.664415170578135,31.035438053617842,16.46860199141215
IC.CFX,20160311,5396.0,5444.4,5351.0,5478.6,5321.0,5413.2,5422.4,14291.0,-31.2,5552.04,5670.054087038704,5331.028590080209,5604.384666666667,5786.077513024828,5429.5453005558875,5549.793118279572,-116.76283219123343,-52.931876471208724,32.838419000701776,31.067355881252894,15.707298793143327
IC.CFX,20160314,5413.2,5422.4,5560.0,5738.0,5515.4,5629.6,5649.4,15660.0,207.2,5546.360000000001,5667.444145939433,5347.849703885394,5598.085999999999,5784.855316055476,5458.1879360152,5554.796989247313,-98.41752777436886,71.3360679863039,13.036492446796045,28.176463683987873,21.677283675078414
IC.CFX,20160315,5629.6,5649.4,5627.0,5678.8,5571.4,5608.0,5612.0,12151.0,-41.4,5553.253333333333,5663.609039749792,5361.045913973446,5581.023473684212,5783.21657798223,5480.198072161107,5558.773763440862,-84.64593567825705,84.27049933668543,13.036492446796041,27.27275277585775,20.982022625448117
IC.CFX,20160316,5608.0,5612.0,5700.0,5711.0,5482.8,5565.4,5553.8,12799.0,-46.6,5562.753333333333,5657.2729726691605,5368.302759996504,5566.0824736842105,5780.621404464588,5492.483633140024,5559.55741935484,-76.28989132172137,59.34404542961188,17.88532980475354,28.06264911293655,19.54742952774766
IC.CFX,20160317,5565.4,5553.8,5602.2,5796.8,5561.2,5760.0,5745.6,10005.0,206.2,5582.92,5663.900522819537,5399.773515943857,5549.262152046784,5780.109232538495,5539.183138178513,5572.28301075269,-53.350085728176964,112.73559815915426,11.40716572192249,26.08005327730109,20.73929287211649
IC.CFX,20160318,5760.0,5563.4,5612.0,5847.0,5603.0,5799.6,5798.8,16417.0,236.2,5598.580000000001,5672.655327798922,5433.75875183142,5529.323013415893,5780.4878894231415,5587.776866061815,5586.2623655913985,-31.610351024081865,130.47082023787416,7.678758559620248,24.1751459518039,20.727202989038418
IC.CFX,20160321,5799.6,5798.8,5870.4,5957.0,5845.2,5929.8,5908.8,14424.0,131.0,5618.806666666667,5689.245306650605,5481.281070639032,5531.156580667355,5784.222707337056,5654.299237458496,5607.631397849464,-3.8312386374082052,217.30721300034793,0.20263364169924733,23.007696456477117,23.101128447524825
IC.CFX,20160322,5929.8,5908.8,5881.6,5989.8,5865.4,5921.6,5939.8,12716.0,12.8,5632.073333333334,5704.235932027986,5523.712231757289,5546.586928104576,5786.513071377106,5711.238114797608,5627.166451612904,17.322552989045107,176.5230644632879,2.4943894872003507,22.099355411011878,23.230047265997925
IC.CFX,20160323,5921.6,5939.8,5920.0,5975.6,5868.4,5949.2,5937.8,13235.0,9.4,5645.153333333335,5720.040065445535,5565.947567421624,5580.410588235294,5789.191363247229,5766.100969786978,5647.62623655914,35.90033784750176,135.0520304860225,2.494389487200352,21.31829026274936,22.409019685124644
IC.CFX,20160324,5949.2,5937.8,5900.8,5963.2,5832.2,5843.4,5889.2,17212.0,-94.4,5650.100000000001,5727.998770900662,5591.292964949218,5621.399411764705,5789.61934279858,5794.798214584603,5660.416344086022,41.606575695608626,90.935737197212,0.4322685009989359,21.598974665142986,21.41304724279222
IC.CFX,20160325,5843.4,5889.2,5860.0,5945.0,5845.4,5910.4,5887.2,13715.0,21.2,5659.880000000001,5739.766592132877,5622.889122556825,5654.529558823529,5791.155563671454,5831.814090115291,5677.209892473118,50.94785519830657,84.61476854076535,0.4322685009989419,20.825876146902523,20.646603680027564
IC.CFX,20160328,5910.4,5887.2,5965.6,6065.0,5838.0,5857.0,5889.2,15579.0,-30.2,5666.7333333333345,5747.330037801724,5645.068531565951,5683.6906617647055,5791.790021855876,5854.187466922843,5689.927311827957,53.4260900770787,79.61623730552897,9.502350620390462,19.174511975798325,23.201200779716906
IC.CFX,20160329,5857.0,5889.2,5860.2,5884.4,5720.0,5788.8,5769.2,16820.0,-100.4,5663.660000000001,5750.0055192338705,5656.844399256285,5704.035,5791.770743636743,5860.985054960716,5697.8025806451615,49.31842691854217,23.63490443883538,0.8806274769432746,22.238158527538747,21.849906909249658
IC.CFX,20160330,5788.8,5769.2,5868.0,6033.6,5827.0,6020.8,5990.4,16645.0,251.6,5666.12,5767.4761308962015,5696.668881181931,5723.6425,5793.11381820276,5908.550857087241,5720.843870967743,64.04526145907857,85.44985044159179,10.654977073641772,20.338591983684378,25.189611642046998
IC.CFX,20160331,6020.8,5990.4,6033.2,6085.2,6013.8,6020.0,6037.6,14844.0,29.6,5675.253333333333,5783.767993419027,5732.769727981869,5748.342500000001,5795.953397198949,5949.512884281555,5743.674838709678,74.7897014955779,115.66709982453399,14.304661748990616,19.807157982273626,26.419762609968327
IC.CFX,20160401,6020.0,6037.6,6000.4,6030.0,5863.2,6028.0,5985.0,16667.0,-9.6,5683.926666666667,5799.524897069413,5766.557171526948,5779.601250000001,5798.744143346869,5986.184177644267,5766.4326881720435,82.99358241881146,73.00088521687796,1.2985319343020525,24.15456723667145,24.790129757285357
